timestamp,open,high,low,close,volume,liquidity_usd
2024-09-13,0.2547,0.277,0.2522,0.2755,15492286.837,4268125.0235935
2024-09-14,0.2752,0.3016,0.2734,0.2839,15930380.891,4522635.1349549
2024-09-15,0.2836,0.2878,0.2651,0.2712,8834318.794,2395867.2569327997
2024-09-16,0.2712,0.2712,0.2518,0.2587,7717324.673,1996471.8929051
2024-09-17,0.2581,0.2858,0.258,0.2806,8354958.159,2344401.2594154
2024-09-18,0.2804,0.3103,0.273,0.3068,18220672.976,5590102.4690368
2024-09-19,0.3069,0.3333,0.305,0.3229,24460416.637,7898268.5320873
2024-09-20,0.323,0.35,0.2998,0.3399,20784119.032,7064522.0589768
2024-09-21,0.3394,0.3496,0.3158,0.3237,9466994.97,3064466.271789
2024-09-22,0.3238,0.3275,0.3015,0.3096,13517208.682,4184927.8079472
2024-09-23,0.3096,0.3289,0.3017,0.3114,10849196.94,3378439.927116
2024-09-24,0.3115,0.3393,0.3049,0.3392,12219644.293,4144903.3441856
2024-09-25,0.3392,0.3525,0.3052,0.3076,23012940.573,7078780.520254799
2024-09-26,0.3077,0.3398,0.3011,0.3338,14414086.157,4811421.9592066
2024-09-27,0.3338,0.3525,0.3262,0.337,12310220.441,4148544.288617
2024-09-28,0.3371,0.3465,0.3227,0.3302,7666498.698,2531477.8700796
2024-09-29,0.3297,0.3438,0.3121,0.3169,7646827.769,2423279.7199961003
2024-09-30,0.317,0.3189,0.2913,0.3007,12553947.326,3774971.9609282003
2024-10-01,0.3011,0.3127,0.2597,0.2703,18435559.726,4983131.7939377995
2024-10-02,0.2702,0.28,0.2578,0.2618,8541302.629,2236113.0282722
2024-10-03,0.2613,0.2687,0.2469,0.259,9181044.956,2377890.643604
2024-10-04,0.2584,0.2672,0.2536,0.2624,7966108.133,2090306.7740992003
2024-10-05,0.2624,0.2677,0.2556,0.2605,6461483.326,1683216.4064230002
2024-10-06,0.2605,0.2679,0.2563,0.2656,6207738.262,1648775.2823872
2024-10-07,0.2653,0.2749,0.2477,0.2483,10393271.325,2580649.2699975
2024-10-08,0.2484,0.2556,0.2359,0.2472,8442718.076,2087039.9083872
2024-10-09,0.2471,0.2527,0.2253,0.2257,11876195.059,2680457.2248163004
2024-10-10,0.2257,0.2406,0.2237,0.2402,7995541.01,1920528.9506019999
2024-10-11,0.2398,0.2535,0.2343,0.2479,7147501.413,1771865.6002827
2024-10-12,0.2478,0.253,0.2443,0.2493,5272558.703,1314448.8846578998
2024-10-13,0.2492,0.2505,0.2322,0.2432,5166637.333,1256526.1993856
2024-10-14,0.2433,0.2915,0.2388,0.2831,12491922.672,3536463.3084432003
2024-10-15,0.2831,0.2947,0.2607,0.2802,21057197.132,5900226.6363864
2024-10-16,0.2794,0.2901,0.2737,0.2747,12351209.16,3392877.156252
2024-10-17,0.2745,0.2841,0.2627,0.2704,8392100.029,2269223.8478415995
2024-10-18,0.2698,0.3086,0.264,0.3056,16068929.302,4910664.794691199
2024-10-19,0.3053,0.315,0.2983,0.3096,11072039.363,3427903.3867848
2024-10-20,0.3097,0.32,0.2888,0.3052,13291021.529,4056419.7706508003
2024-10-21,0.305,0.3183,0.2904,0.3075,12209653.234,3754468.369455
2024-10-22,0.3076,0.3237,0.2951,0.313,16318401.956,5107659.812228
2024-10-23,0.3131,0.3188,0.2742,0.2883,12600579.901,3632747.1854583
2024-10-24,0.2884,0.316,0.2877,0.3137,12349299.477,3873975.2459349
2024-10-25,0.3138,0.3153,0.2668,0.2853,11029024.315,3146580.6370695
2024-10-26,0.285,0.2923,0.2685,0.271,8062695.212,2184990.4024520004
2024-10-27,0.2706,0.3054,0.2693,0.299,7103061.624,2123815.425576
2024-10-28,0.299,0.3038,0.2793,0.2995,8614947.2,2580176.6863999995
2024-10-29,0.2993,0.3207,0.2935,0.3135,9558398.284,2996557.862034
2024-10-30,0.3136,0.3145,0.295,0.3032,7375052.653,2236115.9643896003
2024-10-31,0.3032,0.3046,0.2812,0.2894,5462013.569,1580706.7268686
2024-11-01,0.2893,0.294,0.2668,0.2733,8933941.373,2441646.1772408998
2024-11-02,0.2733,0.279,0.2626,0.2677,3268019.497,874848.8193469
2024-11-03,0.2677,0.2716,0.2406,0.2554,7241258.358,1849417.3846332
2024-11-04,0.255,0.262,0.2414,0.2532,7208734.89,1825251.6741479998
2024-11-05,0.2532,0.2683,0.2518,0.2662,8104518.689,2157422.8750118
2024-11-06,0.2662,0.3088,0.2642,0.306,13260743.967,4057787.653902
2024-11-07,0.3063,0.3181,0.2851,0.2958,12809644.292,3789092.7815736
2024-11-08,0.2966,0.3055,0.2793,0.2833,9667591.998,2738828.8130334
2024-11-09,0.2836,0.3095,0.2811,0.3075,11841134.08,3641148.7296
2024-11-10,0.3076,0.34,0.2986,0.3286,23117663.621,7596464.2658605995
2024-11-11,0.329,0.4768,0.327,0.4065,81126376.025,32977871.8541625
2024-11-12,0.4066,0.407,0.329,0.3592,35745958.744,12839948.380844802
2024-11-13,0.3591,0.3678,0.3133,0.327,26647675.683,8713789.948340999
2024-11-14,0.3271,0.3592,0.2855,0.2885,30204826.886,8714092.556611
2024-11-15,0.289,0.2935,0.2669,0.2825,28417881.409,8028051.4980425
2024-11-16,0.2827,0.3146,0.2783,0.3079,17462458.069,5376690.839445099
2024-11-17,0.3079,0.3152,0.2791,0.2894,11752631.772,3401211.6348168
2024-11-18,0.2894,0.3128,0.285,0.3081,14175878.024,4367588.0191944
2024-11-19,0.3082,0.3198,0.2965,0.3134,13714404.812,4298094.4680808
2024-11-20,0.3132,0.3181,0.2865,0.2887,15079498.251,4353451.1450637
2024-11-21,0.2888,0.35,0.2704,0.3365,25678396.365,8640780.3768225
2024-11-22,0.3365,0.3379,0.3077,0.3179,13282643.996,4222552.5263284
2024-11-23,0.3178,0.345,0.3171,0.3264,17216360.528,5619420.076339201
2024-11-24,0.3259,0.3499,0.3048,0.3415,16514482.934,5639695.921961
2024-11-25,0.3416,0.364,0.3277,0.3489,21519920.926,7508300.4110814
2024-11-26,0.3488,0.3947,0.3407,0.3578,29249873.012,10465604.5636936
2024-11-27,0.3575,0.3984,0.3496,0.3782,16521476.855,6248422.546561
2024-11-28,0.3785,0.419,0.3695,0.4044,21921599.115,8865094.682106
2024-11-29,0.4045,0.4045,0.37,0.3764,12177156.974,4583481.8850136
2024-11-30,0.3759,0.3972,0.3705,0.3945,10523511.447,4151525.2658415004
2024-12-01,0.3944,0.4097,0.3738,0.3908,10668652.103,4169309.2418524
2024-12-02,0.391,0.4254,0.3614,0.4252,21223602.643,9024275.8438036
2024-12-03,0.4249,0.4444,0.3831,0.4346,20547444.108,8929919.209336799
2024-12-04,0.4348,0.5139,0.4241,0.47,29299282.306,13770662.68382
2024-12-05,0.4698,0.5064,0.4483,0.4861,27452728.171,13344771.1639231
2024-12-06,0.486,0.5091,0.4689,0.4851,16589515.403,8047573.9219953
2024-12-07,0.4851,0.4905,0.4667,0.47,9653846.543,4537307.875209999
2024-12-08,0.4701,0.4765,0.4325,0.4476,11999175.713,5370831.049138799
