timestamp,open,high,low,close,volume,liquidity_usd
2024-09-13,0.015764,0.016871,0.015352,0.016331,348255010.331763,5687352.573728021
2024-09-14,0.016337,0.017299,0.016081,0.016439,207698887.518695,3414362.0119198267
2024-09-15,0.016432,0.016696,0.015333,0.015476,172730681.16177,2673180.021659552
2024-09-16,0.015473,0.01627,0.015062,0.015857,221865576.163422,3518122.4412233825
2024-09-17,0.015864,0.01691,0.015358,0.015649,235862093.671085,3691005.9038588093
2024-09-18,0.015649,0.016531,0.0153,0.016491,207829396.206373,3427314.572839297
2024-09-19,0.016493,0.016736,0.015482,0.015906,216954772.504146,3450882.6114509464
2024-09-20,0.015914,0.016206,0.014786,0.015124,199418960.806906,3016012.3632436465
2024-09-21,0.015124,0.01572,0.014632,0.015557,128659608.806624,2001557.5342046495
2024-09-22,0.015589,0.016219,0.014796,0.015577,154040062.40421,2399482.0520703793
2024-09-23,0.015572,0.0201,0.015,0.018022,763787205.26475,13764973.013281325
2024-09-24,0.018017,0.018471,0.017045,0.018094,461291814.41829,8346614.090084539
2024-09-25,0.018098,0.018114,0.01705,0.017188,225667259.571935,3878768.8575224183
2024-09-26,0.017178,0.0201,0.017032,0.019852,476892714.919066,9467274.176573299
2024-09-27,0.019848,0.020032,0.017887,0.017951,352963176.771229,6336041.986220333
2024-09-28,0.017953,0.018295,0.016726,0.016973,212271958.428593,3602891.950408509
2024-09-29,0.016972,0.017129,0.016173,0.016371,158661945.775986,2597454.7142986665
2024-09-30,0.01637,0.017478,0.016056,0.016856,166502028.546156,2806558.1931740055
2024-10-01,0.01684,0.01725,0.014379,0.015527,214027873.53802,3323210.7924248367
2024-10-02,0.015514,0.015977,0.014033,0.01449,136727504.402207,1981181.5387879792
2024-10-03,0.014492,0.015045,0.0138,0.014468,123356993.016216,1784728.974958613
2024-10-04,0.014469,0.01524,0.014469,0.014798,78858303.515168,1166945.175417456
2024-10-05,0.014804,0.015063,0.013636,0.014012,74860112.645026,1048939.8983821042
2024-10-06,0.014006,0.014584,0.013776,0.014488,64270705.230375,931153.9773776729
2024-10-07,0.014468,0.015039,0.013026,0.013128,129564572.908307,1700923.7131402544
2024-10-08,0.013133,0.013651,0.01285,0.012874,121550166.324032,1564836.841255588
2024-10-09,0.012873,0.013734,0.012532,0.012833,110784891.718204,1421702.515419712
2024-10-10,0.012831,0.014293,0.012789,0.013752,140727078.20527,1935278.779478873
2024-10-11,0.013775,0.0141,0.013512,0.013837,76309731.781949,1055897.7586668283
2024-10-12,0.013846,0.014299,0.0137,0.01424,88329459.585104,1257811.504491881
2024-10-13,0.014205,0.0149,0.013696,0.013951,97906961.611978,1365900.0214487049
2024-10-14,0.013957,0.01555,0.013709,0.015212,169811132.706015,2583166.9507239
2024-10-15,0.015212,0.015304,0.013441,0.013781,136761235.842995,1884706.5911523139
2024-10-16,0.013816,0.013879,0.012917,0.013336,83828200.003544,1117932.875247263
2024-10-17,0.013376,0.013781,0.012945,0.013466,91907340.566836,1237624.2480730137
2024-10-18,0.013466,0.014059,0.013377,0.013824,67655100.731009,935264.1125054684
2024-10-19,0.013835,0.014083,0.01364,0.013946,37910712.828958,528702.8011126482
2024-10-20,0.013945,0.01402,0.013639,0.013889,72638652.654653,1008878.2467204755
2024-10-21,0.013896,0.014091,0.0131,0.01314,84336170.029288,1108177.2741848442
2024-10-22,0.013138,0.013736,0.012856,0.013399,59003934.614837,790593.7199042009
2024-10-23,0.013418,0.013453,0.01255,0.013251,81713534.258476,1082786.0424590656
2024-10-24,0.013263,0.013491,0.012813,0.013437,81075561.67651,1089412.322247265
2024-10-25,0.013441,0.013472,0.0118,0.012226,87438623.800851,1069024.6145892043
2024-10-26,0.012225,0.012625,0.012007,0.012463,65372349.459022,814735.5913077912
2024-10-27,0.012456,0.012823,0.01238,0.012681,54021223.831959,685043.139413072
2024-10-28,0.012678,0.014838,0.012171,0.014191,304185910.895366,4316702.261516139
2024-10-29,0.014199,0.015017,0.013686,0.014006,189275191.584973,2650988.333339132
2024-10-30,0.014009,0.014102,0.01313,0.013439,87620692.263152,1177534.4833244998
2024-10-31,0.013438,0.013469,0.0125,0.012638,87288979.275603,1103158.1200850706
2024-11-01,0.012643,0.012908,0.012331,0.012597,71647717.214459,902546.2937505401
2024-11-02,0.012607,0.012662,0.012336,0.012418,24143472.803449,299813.6452732297
2024-11-03,0.012412,0.012613,0.011761,0.012094,72591909.940604,877926.5588216649
2024-11-04,0.012094,0.012211,0.010435,0.010636,148324747.95119,1577582.0192088566
2024-11-05,0.010637,0.012171,0.010619,0.011456,128362526.647499,1470521.1052737483
2024-11-06,0.011451,0.013684,0.01145,0.013096,206613653.995344,2705812.4127230253
2024-11-07,0.013098,0.013516,0.012378,0.012778,101004155.902694,1290631.1041246238
2024-11-08,0.012782,0.012905,0.011804,0.01197,85427189.063968,1022563.453095697
2024-11-09,0.011966,0.01262,0.011625,0.012538,105858156.108395,1327249.5612870564
2024-11-10,0.012539,0.014548,0.012362,0.013539,237775224.562753,3219238.765355113
2024-11-11,0.013554,0.015634,0.013043,0.015126,290621618.101114,4395942.59539745
2024-11-12,0.01512,0.01512,0.013147,0.014291,248164986.943131,3546525.828404285
