timestamp,open,high,low,close,volume,liquidity_usd,volume_usd
2024-09-13,0.11097,0.11854,0.10219,0.10641,197803891.0,21048312.04131,21048312.04131
2024-09-14,0.1064,0.12782,0.10458,0.12485,183592920.78,22921576.159383,22921576.159383
2024-09-15,0.12488,0.13761,0.12061,0.12518,131069043.56,16407222.872840801,16407222.872840801
2024-09-16,0.12533,0.128,0.11217,0.12,96807266.68,11616872.001600001,11616872.001600001
2024-09-17,0.11998,0.149,0.11324,0.14749,172208059.27,25398966.661732305,25398966.661732305
2024-09-18,0.14755,0.17305,0.13975,0.15071,184271500.19,27771557.793634903,27771557.793634903
2024-09-19,0.1507,0.15701,0.1411,0.15126,104837019.23,15857647.528729802,15857647.528729802
2024-09-20,0.15138,0.15409,0.13029,0.13712,86977834.61,11926400.6817232,11926400.6817232
2024-09-21,0.13729,0.1378,0.1266,0.12929,45056362.5,5825337.107624999,5825337.107624999
2024-09-22,0.12928,0.13843,0.12005,0.12321,74079417.7,9127325.054817,9127325.054817
2024-09-23,0.12333,0.13398,0.12029,0.13323,61709823.48,8221599.782240399,8221599.782240399
2024-09-24,0.13332,0.1368,0.12609,0.1363,71948524.95,9806583.950685,9806583.950685
2024-09-25,0.13639,0.13738,0.12553,0.12964,39500834.22,5120888.1482808,5120888.1482808
2024-09-26,0.12962,0.13449,0.12317,0.13273,44574554.92,5916380.6745315995,5916380.6745315995
2024-09-27,0.13267,0.15404,0.12811,0.15309,87892503.79,13455463.405211102,13455463.405211102
2024-09-28,0.15317,0.16128,0.14135,0.14502,56935954.72,8256852.1534944,8256852.1534944
2024-09-29,0.1447,0.1528,0.14088,0.14554,55711329.81,8108226.9405474,8108226.9405474
2024-09-30,0.14557,0.14983,0.12885,0.13103,45873963.41,6010865.4256123,6010865.4256123
2024-10-01,0.13089,0.13396,0.10981,0.11723,72952517.7,8552223.649971,8552223.649971
2024-10-02,0.1172,0.11863,0.10593,0.10901,50725962.08,5529637.1263408,5529637.1263408
2024-10-03,0.109,0.11276,0.10492,0.10764,39086732.46,4207295.8819944,4207295.8819944
2024-10-04,0.10766,0.11853,0.10621,0.11679,30711243.0,3586766.06997,3586766.06997
2024-10-05,0.11678,0.12171,0.11258,0.11583,24918927.87,2886359.4151821,2886359.4151821
