timestamp,open,high,low,close,volume,liquidity_usd,volume_usd
2024-12-29,0.331,0.33161,0.30068,0.305,5710217.8653,1741616.4489165,1741616.4489165
2024-12-30,0.30492,0.31438,0.29535,0.30213,8462872.2305,2556887.587000965,2556887.587000965
2024-12-31,0.30182,0.3088,0.28742,0.28879,8694418.7861,2510861.201237819,2510861.201237819
2025-01-01,0.28881,0.29764,0.28235,0.29707,5544762.8012,1647182.685352484,1647182.685352484
2025-01-02,0.29708,0.32189,0.295,0.31845,8899706.0753,2834111.3996792855,2834111.3996792855
2025-01-03,0.3185,0.3774,0.30898,0.37323,16641238.9005,6211009.594833615,6211009.594833615
2025-01-04,0.37326,0.41922,0.36491,0.40524,20005127.721,8106877.95765804,8106877.95765804
2025-01-05,0.4053,0.41029,0.38914,0.40036,9611888.2815,3848215.59238134,3848215.59238134
2025-01-06,0.40068,0.40777,0.3807,0.39075,9250190.4386,3614511.91388295,3614511.91388295
2025-01-07,0.39104,0.39657,0.36132,0.36384,10873663.2751,3956273.646012384,3956273.646012384
2025-01-08,0.3644,0.36696,0.307,0.35496,13715466.65,4868442.042084,4868442.042084
2025-01-09,0.35496,0.35496,0.3008,0.30736,11073732.0888,3403622.2948135682,3403622.2948135682
2025-01-10,0.30761,0.33699,0.3043,0.32023,13794466.9967,4417402.166353242,4417402.166353242
2025-01-11,0.32036,0.32386,0.30577,0.31367,3602372.3155,1129956.124202885,1129956.124202885
2025-01-12,0.31355,0.31357,0.29688,0.30155,3286902.9786,991165.59319683,991165.59319683
2025-01-13,0.301,0.31032,0.26639,0.2937,14235736.9814,4181035.9514371804,4181035.9514371804
2025-01-14,0.29381,0.30437,0.2881,0.29759,6596983.9646,1963196.458025314,1963196.458025314
2025-01-15,0.29805,0.32388,0.28551,0.32137,7957103.1157,2557174.228292509,2557174.228292509
2025-01-16,0.32179,0.33403,0.30542,0.31527,8105823.6776,2555523.030836952,2555523.030836952
2025-01-17,0.31569,0.34079,0.31485,0.32637,8099404.8093,2643402.747611241,2643402.747611241
2025-01-18,0.32659,0.33176,0.28754,0.29503,9931965.9808,2930227.923315424,2930227.923315424
2025-01-19,0.29502,0.30911,0.25139,0.25751,20787887.9194,5353089.018124694,5353089.018124694
2025-01-20,0.2574,0.27096,0.22201,0.23226,28335327.7531,6581163.223935006,6581163.223935006
2025-01-21,0.23246,0.26057,0.22509,0.24863,11159399.0185,2774561.3779696547,2774561.3779696547
2025-01-22,0.24879,0.25103,0.23948,0.24095,8017309.3217,1931770.681063615,1931770.681063615
2025-01-23,0.24095,0.24184,0.22068,0.22922,7288398.1695,1670646.6284127901,1670646.6284127901
2025-01-24,0.22963,0.23444,0.21351,0.21502,6018865.4461,1294176.448220422,1294176.448220422
2025-01-25,0.21497,0.21698,0.2043,0.21057,4351822.1,916363.179597,916363.179597
2025-01-26,0.21057,0.22138,0.20417,0.20436,4020605.731,821650.9871871601,821650.9871871601
2025-01-27,0.2044,0.20733,0.17798,0.20359,15159752.4413,3086373.999524267,3086373.999524267
2025-01-28,0.20392,0.20828,0.18047,0.18264,6317123.9905,1153759.5256249201,1153759.5256249201
2025-01-29,0.18233,0.20657,0.18,0.19414,8453205.2149,1641105.260420686,1641105.260420686
2025-01-30,0.19416,0.23559,0.19176,0.22316,21786209.5177,4861810.515969932,4861810.515969932
2025-01-31,0.22304,0.23949,0.22062,0.22434,13875585.6945,3112848.89470413,3112848.89470413
2025-02-01,0.22436,0.22576,0.19349,0.19449,5455768.9217,1061092.497581433,1061092.497581433
2025-02-02,0.19468,0.20018,0.15477,0.16781,17258366.4338,2896126.471255978,2896126.471255978
2025-02-03,0.16782,0.17595,0.1186,0.17194,58983522.0313,10141626.778061723,10141626.778061723
2025-02-04,0.17194,0.17349,0.1304,0.14181,81576012.4472,11568294.32513743,11568294.32513743
2025-02-05,0.14189,0.14578,0.128,0.13116,18776389.2852,2462711.218646832,2462711.218646832
2025-02-06,0.1311,0.13646,0.12099,0.12272,15717639.7311,1928868.747800592,1928868.747800592
2025-02-07,0.12279,0.13831,0.1156,0.1206,19261832.264,2322976.9710383997,2322976.9710383997
2025-02-08,0.12053,0.13255,0.11995,0.1311,9240988.3291,1211493.56994501,1211493.56994501
2025-02-09,0.13104,0.13786,0.12189,0.12911,13692631.8227,1767855.694628797,1767855.694628797
2025-02-10,0.12908,0.13912,0.12505,0.13393,12350776.3884,1654139.4816984117,1654139.4816984117
2025-02-11,0.13367,0.1452,0.12779,0.13135,12167587.1362,1598212.57033987,1598212.57033987
2025-02-12,0.13121,0.14218,0.12308,0.14028,10054907.2794,1410502.3931542318,1410502.3931542318
2025-02-13,0.14043,0.14307,0.1334,0.13701,6096094.2693,835225.875836793,835225.875836793
2025-02-14,0.1371,0.14475,0.13583,0.13974,6881358.7866,961601.076839484,961601.076839484
2025-02-15,0.13963,0.14151,0.12846,0.13024,5561480.0174,724327.157466176,724327.157466176
2025-02-16,0.13016,0.13128,0.1236,0.1251,7700963.7317,963390.56283567,963390.56283567
2025-02-17,0.12469,0.12796,0.116,0.12024,11633963.6021,1398867.7835165039,1398867.7835165039
2025-02-18,0.1201,0.1211,0.10702,0.11685,13532208.8307,1581238.601867295,1581238.601867295
2025-02-19,0.11689,0.12272,0.11441,0.1207,10435823.4657,1259603.89230999,1259603.89230999
2025-02-20,0.12065,0.13228,0.11937,0.13195,11030373.6991,1455457.8095962452,1455457.8095962452
2025-02-21,0.13204,0.13947,0.12263,0.12412,14618593.8371,1814459.8670608518,1814459.8670608518
2025-02-22,0.12415,0.14116,0.1233,0.13704,8994249.9556,1232572.013915424,1232572.013915424
2025-02-23,0.1369,0.15133,0.13434,0.13828,39440893.9008,5453886.808602623,5453886.808602623
2025-02-24,0.13828,0.1414,0.11118,0.1125,20592229.0195,2316625.76469375,2316625.76469375
2025-02-25,0.11257,0.12244,0.1061,0.11986,30478468.057,3653149.18131202,3653149.18131202
2025-02-26,0.11984,0.12475,0.11314,0.12076,14916805.6805,1801353.4539771802,1801353.4539771802
2025-02-27,0.1208,0.12345,0.11475,0.11748,7801529.2659,916523.658157932,916523.658157932
2025-02-28,0.11752,0.12265,0.10643,0.12004,14384680.3018,1726737.0234280718,1726737.0234280718
2025-03-01,0.12009,0.12124,0.11396,0.11623,4865752.656,565546.43120688,565546.43120688
2025-03-02,0.11608,0.13411,0.11366,0.13112,14010703.7596,1837083.476958752,1837083.476958752
2025-03-03,0.1311,0.13146,0.10235,0.10469,14658039.4165,1534550.146513385,1534550.146513385
2025-03-04,0.10483,0.106,0.09001,0.1001,26072110.0914,2609818.22014914,2609818.22014914
2025-03-05,0.10003,0.10664,0.09706,0.10462,10017514.7025,1048032.3881755501,1048032.3881755501
2025-03-06,0.10464,0.11764,0.10294,0.11328,32792932.9412,3714783.443579136,3714783.443579136
2025-03-07,0.11338,0.11685,0.10566,0.10651,23880334.5635,2543494.4343583845,2543494.4343583845
2025-03-08,0.1067,0.10801,0.09955,0.10141,8351831.4023,846959.222507243,846959.222507243
2025-03-09,0.10143,0.10212,0.08889,0.09072,10316002.346,935867.73282912,935867.73282912
2025-03-10,0.09075,0.09858,0.08246,0.0849,15109907.6671,1282831.16093679,1282831.16093679
2025-03-11,0.08494,0.09253,0.07932,0.08931,17114534.5192,1528499.077909752,1528499.077909752
2025-03-12,0.08936,0.09396,0.08618,0.09353,11025098.2591,1031177.4401736229,1031177.4401736229
2025-03-13,0.0935,0.09684,0.08799,0.09037,10427639.5978,942345.790453186,942345.790453186
2025-03-14,0.09048,0.09891,0.0901,0.09552,8731608.3618,834043.230719136,834043.230719136
2025-03-15,0.09566,0.10084,0.09521,0.09976,6775154.5234,675889.415254384,675889.415254384
2025-03-16,0.09998,0.1006,0.09263,0.09424,6213478.9186,585558.253288864,585558.253288864
2025-03-17,0.09422,0.10446,0.09412,0.10351,12929166.3653,1338298.0104722031,1338298.0104722031
2025-03-18,0.10349,0.1048,0.09702,0.10454,11567592.4126,1209276.110813204,1209276.110813204
2025-03-19,0.10469,0.12016,0.10392,0.11692,27027744.8543,3160083.928364756,3160083.928364756
2025-03-20,0.11691,0.11968,0.11032,0.11111,15070043.9893,1674432.587651123,1674432.587651123
2025-03-21,0.111,0.11248,0.10622,0.10737,7279049.8529,781551.582705873,781551.582705873
2025-03-22,0.10729,0.1148,0.10677,0.1109,7777038.194,862473.5357146,862473.5357146
2025-03-23,0.11084,0.11476,0.11,0.11473,4796019.7531,550247.346273163,550247.346273163
2025-03-24,0.11455,0.1199,0.11069,0.11701,9965144.6976,1166021.581066176,1166021.581066176
2025-03-25,0.11693,0.11855,0.11273,0.11666,7614579.7615,888316.87497659,888316.87497659
2025-03-26,0.11658,0.13395,0.1149,0.12425,17510944.3537,2175734.835947225,2175734.835947225
2025-03-27,0.12431,0.1349,0.12398,0.13027,25256432.5874,3290155.473160598,3290155.473160598
2025-03-28,0.1303,0.13149,0.11408,0.11575,15017068.2574,1738225.6507940502,1738225.6507940502
2025-03-29,0.11581,0.11781,0.10039,0.1031,12328333.1702,1271051.14984762,1271051.14984762
2025-03-30,0.10314,0.10982,0.10074,0.10213,11553174.8961,1179925.752138693,1179925.752138693
2025-03-31,0.10217,0.10316,0.0969,0.09969,14155671.5031,1411178.892144039,1411178.892144039
2025-04-01,0.09959,0.1088,0.0991,0.10262,13281696.1449,1362967.658389638,1362967.658389638
2025-04-02,0.10266,0.10866,0.09582,0.09765,20339015.1872,1986104.83303008,1986104.83303008
2025-04-03,0.09765,0.10279,0.09171,0.09691,16186310.7465,1568615.374443315,1568615.374443315
2025-04-04,0.09697,0.1033,0.09303,0.10187,14996238.9301,1527666.859809287,1527666.859809287
2025-04-05,0.10197,0.10294,0.0973,0.09977,8080210.0425,806162.555940225,806162.555940225
2025-04-06,0.09984,0.10016,0.08272,0.08484,17105884.4868,1451263.239860112,1451263.239860112
2025-04-07,0.08487,0.09434,0.07635,0.09037,37069335.029,3349955.80657073,3349955.80657073
2025-04-08,0.09051,0.09377,0.08571,0.08633,12978468.5857,1120431.193003481,1120431.193003481
2025-04-09,0.08637,0.0999,0.08301,0.09546,26558454.3974,2535270.056775804,2535270.056775804
2025-04-10,0.09549,0.09578,0.08753,0.0901,15447984.1901,1391863.3755280098,1391863.3755280098
2025-04-11,0.09004,0.09642,0.0898,0.09391,12401197.0592,1164596.415829472,1164596.415829472
2025-04-12,0.09392,0.10563,0.09183,0.1036,12515314.8689,1296586.6204180398,1296586.6204180398
2025-04-13,0.10364,0.10584,0.09588,0.09741,13518159.2584,1316803.893360744,1316803.893360744
2025-04-14,0.09751,0.1027,0.09595,0.09706,14662719.3167,1423163.536878902,1423163.536878902
2025-04-15,0.09711,0.1017,0.09447,0.09476,13468181.6685,1276244.89490706,1276244.89490706
2025-04-16,0.09476,0.09775,0.09151,0.09399,9855036.3491,926274.866451909,926274.866451909
2025-04-17,0.09386,0.09876,0.09294,0.09709,7027695.0074,682318.9082684659,682318.9082684659
2025-04-18,0.09709,0.0993,0.09631,0.09811,6082090.1637,596713.8659606071,596713.8659606071
2025-04-19,0.0981,0.10364,0.09785,0.10305,4828597.0202,497586.92293161,497586.92293161
2025-04-20,0.10307,0.1063,0.1012,0.10326,5665778.2672,585048.263871072,585048.263871072
2025-04-21,0.10338,0.11076,0.10247,0.10352,8431242.9897,872802.2742937441,872802.2742937441
2025-04-22,0.10341,0.12418,0.10144,0.12161,16774582.3222,2039956.956202742,2039956.956202742
2025-04-23,0.12192,0.1466,0.12192,0.1383,39343256.0917,5441172.317482111,5441172.317482111
2025-04-24,0.13835,0.19169,0.13514,0.19022,80070246.6347,15230962.314852634,15230962.314852634
2025-04-25,0.1902,0.22492,0.1825,0.18648,78988428.028,14729762.05866144,14729762.05866144
2025-04-26,0.18661,0.206,0.18661,0.19812,25919063.992,5135084.958095039,5135084.958095039
2025-04-27,0.1981,0.20408,0.18914,0.1977,26422235.7405,5223676.00589685,5223676.00589685
2025-04-28,0.19775,0.23737,0.1895,0.21682,48723485.3379,10564226.090963477,10564226.090963477
2025-04-29,0.21693,0.22183,0.20008,0.20773,17394540.3251,3613367.861733023,3613367.861733023
2025-04-30,0.20782,0.21863,0.19153,0.20366,18926208.7908,3854511.6823343285,3854511.6823343285
2025-05-01,0.20368,0.22268,0.19633,0.20379,14612799.1148,2977942.331605092,2977942.331605092
2025-05-02,0.20359,0.20735,0.19514,0.20646,10377048.8413,2142445.503774798,2142445.503774798
2025-05-03,0.20626,0.21359,0.18362,0.18673,13664133.6583,2551503.678014359,2551503.678014359
2025-05-04,0.18668,0.1877,0.1753,0.18173,12355166.2994,2245304.371589962,2245304.371589962
2025-05-05,0.18183,0.20061,0.17596,0.19217,18773486.8886,3607700.975382262,3607700.975382262
2025-05-06,0.19218,0.19373,0.1797,0.1902,12169474.6813,2314634.08438326,2314634.08438326
2025-05-07,0.19027,0.1968,0.18234,0.18905,9296371.6206,1757479.05487443,1757479.05487443
2025-05-08,0.18897,0.2352,0.1875,0.22961,20477503.5505,4701839.590230306,4701839.590230306
2025-05-09,0.22959,0.23149,0.2118,0.22273,21144175.199,4709442.142073271,4709442.142073271
2025-05-10,0.22282,0.22872,0.2108,0.2249,14869922.892,3344245.6584108,3344245.6584108
2025-05-11,0.22475,0.2316,0.20273,0.21463,16324041.1319,3503628.948139697,3503628.948139697
2025-05-12,0.21472,0.23972,0.20546,0.2167,25873108.4397,5606702.59888299,5606702.59888299
2025-05-13,0.2166,0.23138,0.20365,0.2282,12081960.3154,2757103.34397428,2757103.34397428
2025-05-14,0.22816,0.22934,0.21001,0.21446,11393618.0137,2443475.319218102,2443475.319218102
2025-05-15,0.21466,0.2175,0.19281,0.20436,14394725.9521,2941706.195571156,2941706.195571156
2025-05-16,0.20452,0.2188,0.20146,0.20344,11837225.9259,2408165.2423650958,2408165.2423650958
2025-05-17,0.20346,0.20708,0.1902,0.19635,9882048.4195,1940340.2071688252,1940340.2071688252
2025-05-18,0.19635,0.2146,0.19094,0.2093,9602312.2297,2009763.9496762098,2009763.9496762098
2025-05-19,0.2094,0.21216,0.18966,0.20299,10690633.7239,2170091.739614461,2170091.739614461
2025-05-20,0.2031,0.20915,0.19509,0.20103,10385626.9136,2087822.5784410078,2087822.5784410078
2025-05-21,0.20121,0.22434,0.19682,0.21647,12689101.3963,2746809.779257061,2746809.779257061
2025-05-22,0.2166,0.25747,0.14621,0.16704,155491122.1132,25973237.037788928,25973237.037788928
2025-05-23,0.16694,0.17697,0.15467,0.15812,57760601.4556,9133106.302159473,9133106.302159473
2025-05-24,0.15834,0.16559,0.15672,0.15862,17556388.1725,2784794.29192195,2784794.29192195
2025-05-25,0.1587,0.1623,0.12986,0.13624,42098470.1264,5735495.570020736,5735495.570020736
2025-05-26,0.13644,0.14166,0.1203,0.12673,49197980.4104,6234860.057409992,6234860.057409992
2025-05-27,0.12698,0.16797,0.12458,0.16478,64706663.5291,10662364.0163251,10662364.0163251
2025-05-28,0.16463,0.17218,0.15308,0.15709,59109787.1056,9285556.456418704,9285556.456418704
2025-05-29,0.15711,0.1694,0.15486,0.15582,34886898.8085,5436076.57234047,5436076.57234047
2025-05-30,0.15607,0.15684,0.13155,0.13444,22249139.3782,2991174.298005208,2991174.298005208
2025-05-31,0.13454,0.1428,0.126,0.14039,15466139.0612,2171291.262801868,2171291.262801868
2025-06-01,0.14023,0.14165,0.13027,0.13723,13414193.0057,1840829.7061722109,1840829.7061722109
2025-06-02,0.13737,0.13794,0.13067,0.13519,12418715.2266,1678886.1114840542,1678886.1114840542
2025-06-03,0.13526,0.13796,0.13148,0.1348,10482619.8528,1413057.15615744,1413057.15615744
2025-06-04,0.13485,0.14194,0.12544,0.12799,25448423.4464,3257143.716904736,3257143.716904736
2025-06-05,0.12796,0.13075,0.11482,0.11647,16897879.0852,1968095.9770532441,1968095.9770532441
2025-06-06,0.11648,0.12933,0.11644,0.1215,10060183.8882,1222312.3424163,1222312.3424163
2025-06-07,0.12154,0.13214,0.12135,0.12889,10178063.2076,1311850.566827564,1311850.566827564
2025-06-08,0.12879,0.13532,0.11564,0.11701,22546217.9888,2638132.966869488,2638132.966869488
2025-06-09,0.11697,0.12625,0.1127,0.12449,15019777.3129,1869812.077682921,1869812.077682921
2025-06-10,0.12451,0.12976,0.12087,0.12805,11775291.7608,1507826.10997044,1507826.10997044
2025-06-11,0.12801,0.12814,0.11531,0.11732,10423335.3404,1222865.7021357277,1222865.7021357277
2025-06-12,0.11734,0.11734,0.10371,0.1042,12344970.8661,1286345.96424762,1286345.96424762
2025-06-13,0.10415,0.10449,0.09625,0.1031,14374422.9333,1482003.00442323,1482003.00442323
2025-06-14,0.10311,0.10345,0.09679,0.09918,5301361.9642,525789.079609356,525789.079609356
2025-06-15,0.09918,0.10138,0.09691,0.09946,5266781.6799,523834.105882854,523834.105882854
2025-06-16,0.09949,0.10688,0.09781,0.09928,7954002.0189,789673.3204363919,789673.3204363919
2025-06-17,0.09933,0.10092,0.08973,0.0915,8744394.4482,800112.0920103,800112.0920103
2025-06-18,0.0915,0.09397,0.0884,0.09391,7245868.4897,680459.5098677269,680459.5098677269
