datetime,open,high,low,close,volume
2025-05-02,0.20359,0.20735,0.19514,0.20646,10377048.8413
2025-05-03,0.20626,0.21359,0.18362,0.18673,13664133.6583
2025-05-04,0.18668,0.1877,0.1753,0.18173,12355166.2994
2025-05-05,0.18183,0.20061,0.17596,0.19217,18773486.8886
2025-05-06,0.19218,0.19373,0.1797,0.1902,12169474.6813
2025-05-07,0.19027,0.1968,0.18234,0.18905,9296371.6206
2025-05-08,0.18897,0.2352,0.1875,0.22961,20477503.5505
2025-05-09,0.22959,0.23149,0.2118,0.22273,21144175.199
2025-05-10,0.22282,0.22872,0.2108,0.2249,14869922.892
2025-05-11,0.22475,0.2316,0.20273,0.21463,16324041.1319
2025-05-12,0.21472,0.23972,0.20546,0.2167,25873108.4397
2025-05-13,0.2166,0.23138,0.20365,0.2282,12081960.3154
2025-05-14,0.22816,0.22934,0.21001,0.21446,11393618.0137
2025-05-15,0.21466,0.2175,0.19281,0.20436,14394725.9521
2025-05-16,0.20452,0.2188,0.20146,0.20344,11837225.9259
2025-05-17,0.20346,0.20708,0.1902,0.19635,9882048.4195
2025-05-18,0.19635,0.2146,0.19094,0.2093,9602312.2297
2025-05-19,0.2094,0.21216,0.18966,0.20299,10690633.7239
2025-05-20,0.2031,0.20915,0.19509,0.20103,10385626.9136
2025-05-21,0.20121,0.22434,0.19682,0.21647,12689101.3963
2025-05-22,0.2166,0.25747,0.14621,0.16704,155491122.1132
2025-05-23,0.16694,0.17697,0.15467,0.15812,57760601.4556
2025-05-24,0.15834,0.16559,0.15672,0.15862,17556388.1725
2025-05-25,0.1587,0.1623,0.12986,0.13624,42098470.1264
2025-05-26,0.13644,0.14166,0.1203,0.12673,49197980.4104
2025-05-27,0.12698,0.16797,0.12458,0.16478,64706663.5291
2025-05-28,0.16463,0.17218,0.15308,0.15709,59109787.1056
2025-05-29,0.15711,0.1694,0.15486,0.15582,34886898.8085
2025-05-30,0.15607,0.15684,0.13155,0.13444,22249139.3782
2025-05-31,0.13454,0.1428,0.126,0.14039,15466139.0612
2025-06-01,0.14023,0.14165,0.13027,0.13723,13414193.0057
2025-06-02,0.13737,0.13794,0.13067,0.13519,12418715.2266
2025-06-03,0.13526,0.13796,0.13148,0.1348,10482619.8528
2025-06-04,0.13485,0.14194,0.12544,0.12799,25448423.4464
2025-06-05,0.12796,0.13075,0.11482,0.11647,16897879.0852
2025-06-06,0.11648,0.12933,0.11644,0.1215,10060183.8882
2025-06-07,0.12154,0.13214,0.12135,0.12889,10178063.2076
2025-06-08,0.12879,0.13532,0.11564,0.11701,22546217.9888
2025-06-09,0.11697,0.12625,0.1127,0.12449,15019777.3129
2025-06-10,0.12451,0.12976,0.12087,0.12805,11775291.7608
2025-06-11,0.12801,0.12814,0.11531,0.11732,10423335.3404
2025-06-12,0.11734,0.11734,0.10371,0.1042,12344970.8661
2025-06-13,0.10415,0.10449,0.09625,0.1031,14374422.9333
2025-06-14,0.10311,0.10345,0.09679,0.09918,5301361.9642
2025-06-15,0.09918,0.10138,0.09691,0.09946,5266781.6799
2025-06-16,0.09949,0.10688,0.09781,0.09928,7954002.0189
2025-06-17,0.09933,0.10092,0.08973,0.0915,8744394.4482
2025-06-18,0.0915,0.09397,0.0884,0.09391,7245868.4897
2025-06-19,0.09387,0.09649,0.09218,0.09445,5037015.285
2025-06-20,0.09453,0.09663,0.08857,0.09058,4584449.0656
2025-06-21,0.09059,0.09246,0.08166,0.08519,4957345.1894
2025-06-22,0.08523,0.08702,0.07679,0.08251,8715482.3314
2025-06-23,0.08259,0.09607,0.08162,0.09523,17098011.519
2025-06-24,0.09539,0.10096,0.09338,0.09769,10578937.0486
2025-06-25,0.09768,0.1,0.09203,0.09289,8751852.9237
2025-06-26,0.09289,0.09594,0.08822,0.08932,10849014.573
2025-06-27,0.08927,0.09414,0.08754,0.0894,7138530.3226
2025-06-28,0.0894,0.09372,0.08854,0.09254,4488923.2654
2025-06-29,0.09259,0.09651,0.09047,0.09594,7235698.015
2025-06-30,0.09592,0.0965,0.08892,0.09059,8587088.1648
2025-07-01,0.09068,0.0913,0.08494,0.08582,7193202.5968
2025-07-02,0.0858,0.09646,0.08495,0.09468,7132194.5957
2025-07-03,0.09473,0.09832,0.09204,0.09468,7905989.3019
2025-07-04,0.0947,0.09561,0.08747,0.08915,5999189.3114
2025-07-05,0.08914,0.09069,0.08692,0.08876,3052600.6015
2025-07-06,0.08876,0.09243,0.08778,0.09053,2527205.9533
2025-07-07,0.09048,0.09205,0.08668,0.08762,4604629.0257
