datetime,open,high,low,close,volume
2025-03-30,0.10314,0.10982,0.10074,0.10213,11553174.8961
2025-03-31,0.10217,0.10316,0.0969,0.09969,14155671.5031
2025-04-01,0.09959,0.1088,0.0991,0.10262,13281696.1449
2025-04-02,0.10266,0.10866,0.09582,0.09765,20339015.1872
2025-04-03,0.09765,0.10279,0.09171,0.09691,16186310.7465
2025-04-04,0.09697,0.1033,0.09303,0.10187,14996238.9301
2025-04-05,0.10197,0.10294,0.0973,0.09977,8080210.0425
2025-04-06,0.09984,0.10016,0.08272,0.08484,17105884.4868
2025-04-07,0.08487,0.09434,0.07635,0.09037,37069335.029
2025-04-08,0.09051,0.09377,0.08571,0.08633,12978468.5857
2025-04-09,0.08637,0.0999,0.08301,0.09546,26558454.3974
2025-04-10,0.09549,0.09578,0.08753,0.0901,15447984.1901
2025-04-11,0.09004,0.09642,0.0898,0.09391,12401197.0592
2025-04-12,0.09392,0.10563,0.09183,0.1036,12515314.8689
2025-04-13,0.10364,0.10584,0.09588,0.09741,13518159.2584
2025-04-14,0.09751,0.1027,0.09595,0.09706,14662719.3167
2025-04-15,0.09711,0.1017,0.09447,0.09476,13468181.6685
2025-04-16,0.09476,0.09775,0.09151,0.09399,9855036.3491
2025-04-17,0.09386,0.09876,0.09294,0.09709,7027695.0074
2025-04-18,0.09709,0.0993,0.09631,0.09811,6082090.1637
2025-04-19,0.0981,0.10364,0.09785,0.10305,4828597.0202
2025-04-20,0.10307,0.1063,0.1012,0.10326,5665778.2672
2025-04-21,0.10338,0.11076,0.10247,0.10352,8431242.9897
2025-04-22,0.10341,0.12418,0.10144,0.12161,16774582.3222
2025-04-23,0.12192,0.1466,0.12192,0.1383,39343256.0917
2025-04-24,0.13835,0.19169,0.13514,0.19022,80070246.6347
2025-04-25,0.1902,0.22492,0.1825,0.18648,78988428.028
2025-04-26,0.18661,0.206,0.18661,0.19812,25919063.992
2025-04-27,0.1981,0.20408,0.18914,0.1977,26422235.7405
2025-04-28,0.19775,0.23737,0.1895,0.21682,48723485.3379
2025-04-29,0.21693,0.22183,0.20008,0.20773,17394540.3251
2025-04-30,0.20782,0.21863,0.19153,0.20366,18926208.7908
2025-05-01,0.20368,0.22268,0.19633,0.20379,14612799.1148
