datetime,open,high,low,close,volume
2025-03-30,82632.5,83494.9,81500.8,82280.2,1.394259
2025-03-31,82076.7,83698.4,81188.3,82447.1,1.507805
2025-04-01,82445.8,85414.0,82440.6,85031.0,1.356473
2025-04-02,85118.6,88306.1,82269.9,82382.6,2.646019
2025-04-03,82398.3,83853.1,81215.2,83144.2,2.641186
2025-04-04,83202.6,84664.3,81689.1,83763.6,1.458725
2025-04-05,83778.6,84194.5,82337.6,83453.7,1.144238
2025-04-06,83492.0,83654.5,77038.3,78232.9,3.48325
2025-04-07,78199.3,81033.8,73834.6,79164.7,6.329258
2025-04-08,79014.5,80721.0,76206.8,76248.9,17.949642
2025-04-09,76296.2,83405.5,74636.9,82555.4,3.676017
2025-04-10,82555.4,82658.3,78441.3,79608.4,1.933226
2025-04-11,79561.2,84280.7,79182.4,83375.0,4.113408
2025-04-12,83263.9,85795.3,82714.4,85357.9,1.969528
2025-04-13,85207.3,85888.7,83079.8,83547.0,0.913678
2025-04-14,83810.9,85661.2,82778.2,84512.1,1.340562
2025-04-15,84544.1,86374.8,83679.4,83814.4,0.965967
2025-04-16,83648.3,85526.0,83101.3,84071.0,0.786468
2025-04-17,84062.6,85339.1,83755.8,84796.5,0.435931
2025-04-18,84968.1,85281.6,84286.2,84454.9,0.424166
2025-04-19,84547.6,85592.8,84485.8,85229.7,0.32118
2025-04-20,85115.3,85294.3,83992.1,85200.8,0.492308
2025-04-21,85216.2,88286.8,85200.8,87440.3,3.562661
2025-04-22,87577.8,94136.8,87180.5,93481.8,1.513018
2025-04-23,93462.1,94678.9,91872.3,93447.7,1.948157
2025-04-24,93638.7,93819.0,91825.8,93709.8,2.577105
2025-04-25,93571.9,95683.9,92913.5,94642.6,0.645421
2025-04-26,94894.9,95422.7,93774.3,94430.0,0.589537
2025-04-27,94715.1,95860.0,92886.0,93735.0,0.694655
2025-04-28,93380.4,95638.5,92878.5,94920.7,1.098485
2025-04-29,94944.6,95445.5,93733.1,93882.4,0.911011
2025-04-30,94180.8,95460.0,92969.3,94188.2,0.431272
2025-05-01,94423.4,97287.4,94423.4,96480.3,1.04654
2025-05-02,96480.3,97922.3,95943.0,96738.8,0.62984
2025-05-03,96755.0,96953.9,95814.9,95814.9,0.424374
2025-05-04,95784.6,96482.9,94474.7,94474.8,0.655696
2025-05-05,94248.1,95673.1,93543.0,94849.7,1.195996
2025-05-06,94578.4,96879.9,93334.4,96769.0,0.332714
2025-05-07,96841.4,97654.3,95704.6,96949.3,0.489949
2025-05-08,96851.5,104572.8,96836.3,102974.0,1.605535
2025-05-09,103234.2,105393.0,102200.2,102710.4,1.259998
2025-05-10,103049.7,104859.2,102116.6,104528.4,1.963557
2025-05-11,104766.8,104860.0,103237.8,103824.0,0.666442
2025-05-12,103961.8,106509.0,100668.4,102957.0,1.342686
2025-05-13,102551.9,105780.0,101356.8,103867.8,5.987721
2025-05-14,103839.0,105702.9,101876.0,103408.1,1.333453
2025-05-15,103309.6,104186.9,101398.7,103485.7,0.698468
2025-05-16,103508.2,104560.0,102894.4,103400.0,0.728013
2025-05-17,103000.0,104560.0,101393.7,103042.1,0.264943
2025-05-18,102998.6,106360.0,102237.9,106360.0,1.687826
2025-05-19,106509.4,106760.0,102059.8,105569.4,1.655964
2025-05-20,105327.3,107241.8,104054.4,106471.8,0.74179
2025-05-21,107000.0,111533.7,104833.2,109475.7,1.308448
2025-05-22,109841.5,113684.9,109167.5,111388.1,4.972199
2025-05-23,111398.7,112960.0,106588.7,106977.1,0.976187
2025-05-24,107005.7,109167.5,106864.3,107877.4,0.443044
2025-05-25,107818.6,109021.7,105051.9,108667.0,0.849653
2025-05-26,108733.4,110182.7,108274.3,109155.1,0.368715
2025-05-27,109229.0,110466.6,107427.8,108440.2,0.811422
2025-05-28,108685.8,109867.9,106481.2,107627.4,0.590793
2025-05-29,107628.6,108559.7,105289.9,105399.4,0.968035
2025-05-30,105396.8,107371.0,103702.8,103833.8,1.325302
2025-05-31,103917.7,105352.9,102400.0,104580.5,0.799888
2025-06-01,104499.6,105960.0,103313.5,105610.2,1.303576
2025-06-02,105530.2,105927.3,102426.1,105641.4,1.368209
2025-06-03,105947.8,106662.8,103795.7,105307.9,0.48593
2025-06-04,105423.2,107768.1,104368.5,104541.1,1.112888
2025-06-05,104651.5,105705.0,100352.2,101532.3,0.259854
2025-06-06,101466.1,105215.4,99999.9,104155.8,0.390496
2025-06-07,104074.1,106020.4,103976.0,105495.2,0.262769
2025-06-08,105342.0,106719.5,105025.2,105515.2,0.161911
2025-06-09,105624.7,110575.4,105120.4,110035.0,0.657284
2025-06-10,109986.2,110151.3,107989.5,110131.3,0.262384
2025-06-11,110101.6,110480.0,108227.9,108348.7,0.196512
2025-06-12,108570.3,109414.5,105597.3,105956.8,1.371304
2025-06-13,105485.0,106686.3,102760.6,105921.7,0.92447
2025-06-14,105950.8,106146.1,103677.6,105331.5,0.428814
2025-06-15,105326.1,106055.3,104577.7,105469.4,0.151486
2025-06-16,104961.6,108718.9,104961.6,106703.7,0.397232
2025-06-17,106557.4,107687.9,103262.4,104646.0,0.264498
