timestamp,open,high,low,close,volume,liquidity
2024-11-18,0.367,0.38073,0.35726,0.37116,1603480180.91715,595147703.9492093
2024-11-19,0.37119,0.4199,0.36625,0.39067,2181723528.346953,852333930.8193041
2024-11-20,0.39067,0.39668,0.36468,0.37785,1370863824.639112,517980896.13988847
2024-11-21,0.37786,0.39566,0.36869,0.38665,1421468821.453778,549610919.8151033
2024-11-22,0.38665,0.42,0.38076,0.41272,2132685403.226351,880201919.6195796
2024-11-23,0.41271,0.48,0.40404,0.4302,2907947979.093031,1250999220.605822
2024-11-24,0.4302,0.45343,0.39952,0.43035,1810881909.123945,779313029.5914898
2024-11-25,0.43035,0.4375,0.3807,0.39272,1560415262.243701,612806281.7883463
2024-11-26,0.39259,0.40874,0.3647,0.387,1617142814.07637,625834269.0475552
2024-11-27,0.38709,0.40774,0.38026,0.40097,1007158966.126109,403840530.6475859
2024-11-28,0.40097,0.429,0.39112,0.40157,945668873.293104,379752249.4483118
2024-11-29,0.40158,0.43748,0.39941,0.42627,1019733894.794019,434681967.33384645
2024-11-30,0.42628,0.43569,0.41373,0.42155,790126515.532817,333077832.622859
2024-12-01,0.42161,0.4498,0.41645,0.44039,1171525612.382626,515928164.4371847
2024-12-02,0.44043,0.4633,0.4,0.42459,2011950882.477387,854254225.1910738
2024-12-03,0.4246,0.4295,0.388,0.40638,1409753746.363656,572895727.4472625
2024-12-04,0.40639,0.4366,0.40003,0.43276,1243742939.235274,538242194.3834572
2024-12-05,0.43275,0.465,0.40688,0.42692,2406916677.171233,1027560867.817943
2024-12-06,0.42693,0.44145,0.42,0.43468,972217410.01048,422603463.7833555
2024-12-07,0.43473,0.4662,0.43058,0.45284,1302345579.141824,589754172.0585836
2024-12-08,0.45285,0.48432,0.44616,0.46639,1243120430.039416,579778937.3660833
2024-12-09,0.46644,0.46746,0.37,0.41392,2122551529.500611,878566529.0908929
2024-12-10,0.41395,0.42298,0.365,0.39394,2489178861.959137,980587120.8801825
2024-12-11,0.39393,0.41994,0.375,0.41408,1323894069.601942,548198056.3407722
2024-12-12,0.41408,0.424,0.40116,0.4061,1031874604.161311,419044276.74990845
2024-12-13,0.4061,0.41226,0.39913,0.40905,793953044.45786,324766492.83548766
2024-12-14,0.409,0.41409,0.38712,0.39828,670303050.275746,266968298.86382413
2024-12-15,0.39835,0.41151,0.3924,0.40663,529247497.477385,215207909.89922905
2024-12-16,0.40663,0.41525,0.39239,0.40202,800670348.480044,321885493.4959473
2024-12-17,0.402,0.41037,0.39087,0.39411,830500512.612353,327308557.02565444
2024-12-18,0.39411,0.39638,0.345,0.35828,1259063268.523878,451097187.846735
2024-12-19,0.35827,0.36745,0.3,0.3143,2666638756.482405,838124561.16242
2024-12-20,0.31435,0.32906,0.26187,0.31791,3553246246.667303,1129612514.2780025
2024-12-21,0.3179,0.35,0.31397,0.32042,1845225987.767189,591247311.0003626
2024-12-22,0.32044,0.32463,0.30501,0.31262,1151721333.100619,360051123.1539155
2024-12-23,0.31262,0.32879,0.30278,0.32497,1157895424.345729,376281276.0496316
2024-12-24,0.32498,0.34059,0.31615,0.33717,905276437.82032,305232056.5398773
2024-12-25,0.33712,0.34228,0.3265,0.3343,570307692.728242,190653861.6790513
2024-12-26,0.33432,0.33804,0.30846,0.31272,577301740.084007,180533800.15907067
2024-12-27,0.31271,0.325,0.30873,0.31192,516351465.118248,161060348.9996839
2024-12-28,0.31192,0.3275,0.31129,0.32441,287087246.021366,93133973.48179133
2024-12-29,0.32441,0.32972,0.312,0.31437,415217171.431296,130531822.18285652
2024-12-30,0.31438,0.3233,0.30668,0.31394,593946644.700866,186463609.63738987
2024-12-31,0.31397,0.3291,0.30935,0.31604,618973912.076461,195620515.1726447
2025-01-01,0.31605,0.32748,0.31201,0.32509,341387456.10296,110981648.10451126
2025-01-02,0.3251,0.34499,0.32458,0.33896,721219608.754159,244464598.5833097
2025-01-03,0.33897,0.38943,0.3358,0.37987,1026145697.028716,389801965.9302983
2025-01-04,0.3799,0.39875,0.37631,0.39487,963119066.875831,380306825.9372594
2025-01-05,0.3949,0.39784,0.37522,0.38231,541285280.767894,206938775.69037357
2025-01-06,0.38231,0.3956,0.37575,0.38781,728211007.216547,282407510.7086491
2025-01-07,0.38782,0.39833,0.34712,0.348,1294807677.50949,450593071.7733025
2025-01-08,0.34797,0.35559,0.32451,0.3423,948060347.870977,324521057.0762354
2025-01-09,0.34228,0.34686,0.31423,0.32101,877121040.174721,281564625.1064872
2025-01-10,0.32102,0.33984,0.32091,0.33385,851789518.629539,284369930.79447156
2025-01-11,0.33385,0.34821,0.32956,0.3412,355734220.779085,121376516.1298238
2025-01-12,0.34123,0.34356,0.33165,0.33589,281750398.853794,94637141.47100087
2025-01-13,0.3359,0.34617,0.30958,0.33809,969557956.815931,327797849.6198981
2025-01-14,0.3381,0.36225,0.33572,0.35592,752984791.288102,268002346.9152613
2025-01-15,0.3559,0.38786,0.34818,0.38537,1032498864.777919,397894087.51946664
2025-01-16,0.38534,0.39,0.36774,0.37643,978376304.971987,368290192.48060507
2025-01-17,0.37645,0.4221,0.37552,0.41521,1271431248.29459,527910968.60439676
2025-01-18,0.41528,0.43426,0.38308,0.39637,1321153132.139312,523665466.9860591
2025-01-19,0.39639,0.40999,0.34667,0.35839,2239808168.277602,802724849.4290098
2025-01-20,0.35839,0.38655,0.34473,0.35457,1847750750.423535,655156983.5776728
2025-01-21,0.35457,0.402,0.33573,0.37186,1960874182.583122,729170673.5353597
2025-01-22,0.37185,0.37385,0.355,0.36281,540840766.186162,196222438.38000146
2025-01-23,0.36287,0.36448,0.34136,0.35202,633114252.273492,222868879.08531463
2025-01-24,0.35202,0.36468,0.3428,0.35091,433520154.99495,152126557.5892779
2025-01-25,0.35087,0.36166,0.34536,0.35345,309223535.49401,109295058.62035783
2025-01-26,0.35345,0.35741,0.3349,0.33596,307576233.379877,103333311.36630346
2025-01-27,0.33597,0.33717,0.305,0.33398,1111691902.747712,371282861.6796808
2025-01-28,0.33399,0.33916,0.315,0.31874,463957108.158717,147881688.65450945
2025-01-29,0.31874,0.33495,0.31666,0.32412,369471205.255234,119753007.04732645
2025-01-30,0.32413,0.33879,0.32203,0.33156,273017042.598622,90521530.64399913
2025-01-31,0.33156,0.3418,0.32344,0.32893,437795490.513251,144004070.69452366
2025-02-01,0.32894,0.33226,0.30319,0.30796,334002074.390379,102859278.82926112
2025-02-02,0.30793,0.31486,0.24947,0.26801,1462108086.417867,391859588.24085253
2025-02-03,0.26807,0.29291,0.2,0.28481,3317313286.68109,944803997.1796412
2025-02-04,0.28479,0.28909,0.25513,0.26343,1211530301.92392,319153427.4358182
2025-02-05,0.26344,0.2699,0.25329,0.25613,683820140.272093,175146852.52789122
2025-02-06,0.25616,0.26596,0.24272,0.24788,651459745.087313,161483841.61224315
2025-02-07,0.24785,0.26161,0.23865,0.2465,656751375.401846,161889214.03655505
2025-02-08,0.24651,0.25418,0.24443,0.25288,225553654.670932,57038008.193185285
2025-02-09,0.25288,0.26001,0.23976,0.24892,403025845.552353,100321193.47489172
2025-02-10,0.24891,0.25645,0.2416,0.25537,475168730.848149,121343838.7966918
2025-02-11,0.25537,0.27,0.24843,0.25307,654777841.036923,165704628.23121414
2025-02-12,0.25307,0.26737,0.24641,0.26419,580244572.916843,153294813.71890077
2025-02-13,0.26423,0.26716,0.25338,0.26243,452842943.931148,118839573.77585116
2025-02-14,0.26248,0.28696,0.26082,0.2718,682967789.366151,185630645.14971983
2025-02-15,0.27179,0.28337,0.26827,0.27174,535167152.817485,145426322.10662335
2025-02-16,0.27174,0.27423,0.2634,0.26548,265572337.045096,70504144.03873208
2025-02-17,0.26554,0.26888,0.25375,0.25823,474374143.452508,122497635.06374115
2025-02-18,0.2582,0.25986,0.2421,0.25138,469219561.213374,117952413.29781796
2025-02-19,0.25138,0.25541,0.24882,0.25481,276853030.194751,70544920.62392451
2025-02-20,0.25483,0.25755,0.24989,0.25467,284466395.969761,72445057.06161904
2025-02-21,0.25467,0.26122,0.2344,0.2396,586436927.148577,140510287.74479905
2025-02-22,0.23966,0.24783,0.23809,0.24653,245998061.317559,60645902.05661782
2025-02-23,0.24653,0.24759,0.2404,0.24287,170670332.818328,41450703.73158732
2025-02-24,0.24287,0.24399,0.2058,0.21044,787245422.008562,165667926.60748178
2025-02-25,0.21044,0.21464,0.1956,0.21158,1068642920.043673,226103469.02284032
2025-02-26,0.21162,0.21411,0.19608,0.20353,747327305.903321,152103526.5705029
2025-02-27,0.20355,0.21161,0.20101,0.20688,513054433.78039,106140701.2604871
2025-02-28,0.20691,0.20726,0.18152,0.20182,1069445232.373682,215835436.7976565
2025-03-01,0.20183,0.20898,0.19935,0.20674,440507352.782744,91070490.1143045
2025-03-02,0.20674,0.24227,0.20154,0.23935,1100780012.645443,263471696.0266868
2025-03-03,0.23932,0.24062,0.19328,0.19915,966971748.792668,192572423.77205983
2025-03-04,0.19916,0.20232,0.18272,0.19906,836294152.14958,166472713.92689538
2025-03-05,0.19904,0.20664,0.19633,0.20471,429420483.394973,87906667.15578492
2025-03-06,0.20472,0.21999,0.19902,0.20152,635569992.630875,128080064.91497393
2025-03-07,0.20151,0.20874,0.19021,0.19846,667285371.460676,132429454.82008575
2025-03-08,0.19843,0.2009,0.19103,0.19231,279518044.731006,53754115.18221977
2025-03-09,0.19233,0.19425,0.1653,0.16812,720234413.12105,121085809.53391092
2025-03-10,0.16812,0.181,0.15046,0.15408,1068581580.689783,164647049.95268175
2025-03-11,0.15409,0.16862,0.14266,0.16456,1213170315.481041,199639307.1155601
2025-03-12,0.16456,0.17441,0.15954,0.17243,758435925.698375,130777106.6681708
2025-03-13,0.17242,0.17298,0.16173,0.16524,553958035.97769,91536025.86495349
2025-03-14,0.16527,0.17623,0.16465,0.17195,411037029.260294,70677817.18130755
2025-03-15,0.17192,0.17789,0.1712,0.17596,260224575.497472,45789116.30453517
2025-03-16,0.17597,0.17699,0.16564,0.16816,407525879.668573,68529551.92506725
2025-03-17,0.16818,0.17622,0.168,0.17333,358060050.620947,62062548.57412875
2025-03-18,0.17336,0.17349,0.16271,0.16802,555378095.415514,93314627.59171467
2025-03-19,0.16803,0.17877,0.16669,0.17797,583552721.837143,103854877.90535632
2025-03-20,0.17797,0.17916,0.16662,0.16947,384282437.262476,65124344.64287182
2025-03-21,0.1695,0.17166,0.16469,0.16728,260555564.810069,43585734.881428346
2025-03-22,0.1673,0.16977,0.1666,0.16737,146848304.393498,24578000.706339758
2025-03-23,0.16738,0.17266,0.16703,0.17263,177604287.252729,30659828.108438607
2025-03-24,0.17263,0.18903,0.1706,0.18297,618872400.082707,113235083.0431329
2025-03-25,0.18297,0.19363,0.18077,0.19069,645884910.888633,123163793.65735343
2025-03-26,0.19068,0.20584,0.18937,0.1949,794344209.891776,154817686.50790712
2025-03-27,0.19491,0.20063,0.18774,0.19049,567037946.596165,108015058.44710346
2025-03-28,0.19048,0.1929,0.17719,0.18024,609139624.370219,109791325.89648828
2025-03-29,0.18025,0.18257,0.16581,0.16956,503571208.326159,85385534.0837835
2025-03-30,0.16958,0.17243,0.16446,0.16653,377148192.24039,62806488.453792155
2025-03-31,0.16654,0.16839,0.16007,0.16669,555331196.635096,92568157.16710414
2025-04-01,0.16666,0.17577,0.16601,0.174,558120686.27381,97112999.41164294
2025-04-02,0.17402,0.18026,0.162,0.16382,856742070.053498,140351485.91616404
2025-04-03,0.16382,0.16746,0.15536,0.16233,614836173.051205,99806355.97140211
2025-04-04,0.16235,0.17285,0.15994,0.17128,725584734.911758,124278153.3956859
2025-04-05,0.17128,0.17174,0.16609,0.16898,263209600.761248,44477158.33663569
2025-04-06,0.169,0.17006,0.14581,0.14926,736437155.420317,109920609.81803653
2025-04-07,0.14928,0.15427,0.12988,0.14959,1880047018.601031,281236233.51252824
2025-04-08,0.14958,0.15707,0.14111,0.1423,879892703.272148,125208731.67562667
2025-04-09,0.14232,0.16426,0.1365,0.16032,1339684932.811358,214778288.4283169
2025-04-10,0.16031,0.16048,0.14881,0.15351,667332766.258956,102442252.94841233
2025-04-11,0.15351,0.1625,0.15321,0.16002,453315346.280091,72539521.71174015
2025-04-12,0.16003,0.16949,0.15768,0.16764,438590276.78475,73525274.00019549
2025-04-13,0.16764,0.16869,0.161,0.16261,415842727.571397,67620185.93038487
2025-04-14,0.16261,0.1697,0.1573,0.15853,548814289.544861,87003529.32154681
2025-04-15,0.15853,0.16131,0.1531,0.15357,501920923.642421,77079996.2437666
2025-04-16,0.15355,0.15741,0.15022,0.15472,462676291.457224,71585275.8142617
2025-04-17,0.15471,0.15947,0.15299,0.15589,267876828.812422,41759318.84356847
2025-04-18,0.1559,0.15891,0.15356,0.15759,285313146.520742,44962498.760203734
2025-04-19,0.1576,0.16092,0.15627,0.15735,227917774.356174,35862861.79494397
2025-04-20,0.15735,0.15957,0.1521,0.15526,235910979.157805,36627538.624040805
2025-04-21,0.15527,0.16362,0.15503,0.15941,486401947.040792,77537334.37777264
2025-04-22,0.15943,0.17998,0.1572,0.17862,743475861.670011,132799658.41149737
2025-04-23,0.17865,0.18545,0.1749,0.17864,832251593.677259,148673424.69450554
2025-04-24,0.17862,0.1833,0.16981,0.18256,758504815.814306,138472639.1750597
2025-04-25,0.18256,0.18619,0.17749,0.18161,629215845.315806,114271889.66780353
2025-04-26,0.18164,0.193,0.18017,0.18195,511153709.911745,93004417.518442
2025-04-27,0.18198,0.18354,0.17651,0.17933,405556939.383742,72728525.93968645
2025-04-28,0.17934,0.18276,0.17371,0.17907,644971305.538693,115495011.68281375
2025-04-29,0.17908,0.18075,0.17241,0.17472,413219980.802001,72197795.04572561
2025-04-30,0.17466,0.17666,0.16673,0.17226,526906791.376223,90764963.88246818
2025-05-01,0.17227,0.18337,0.17208,0.18065,464429887.299004,83899259.14056508
2025-05-02,0.18063,0.1845,0.17916,0.1815,325804591.981946,59133533.4447232
2025-05-03,0.1815,0.18218,0.17527,0.17569,223406890.649575,39250356.61822383
2025-05-04,0.17566,0.17741,0.16983,0.17055,237316474.417115,40474324.71183897
2025-05-05,0.17053,0.17466,0.16826,0.17062,275666916.072015,47034289.22020719
2025-05-06,0.17062,0.17258,0.16424,0.1722,405966777.345884,69907479.05896123
2025-05-07,0.17221,0.17446,0.169,0.17205,312061676.375344,53690211.42037793
2025-05-08,0.17202,0.19847,0.17171,0.19818,879906088.394084,174379788.59793955
2025-05-09,0.19816,0.21453,0.19295,0.20531,1049245589.482958,215420611.97674608
2025-05-10,0.20531,0.251,0.2034,0.25062,1275067778.92236,319557486.75352186
2025-05-11,0.2506,0.25976,0.22204,0.23183,1083680030.077818,251229541.37294054
2025-05-12,0.23185,0.25349,0.2205,0.23101,1456091401.314201,336371674.6175936
2025-05-13,0.23105,0.24313,0.21726,0.2408,878698347.466321,211590562.06989008
2025-05-14,0.24077,0.24759,0.22803,0.23279,601263729.377636,139968183.56181988
2025-05-15,0.23284,0.23684,0.21362,0.21936,805412757.120029,176675342.40184957
2025-05-16,0.21935,0.23094,0.21789,0.22115,508534672.698544,112462442.86728302
2025-05-17,0.22111,0.22226,0.21061,0.21465,482372893.587308,103541341.60851566
2025-05-18,0.21464,0.23797,0.21401,0.23313,798145277.352895,186071608.5092804
2025-05-19,0.23313,0.23586,0.21381,0.22442,740658192.087128,166218511.4681933
2025-05-20,0.22449,0.23083,0.21766,0.22625,653822636.982099,147927371.61719993
2025-05-21,0.22626,0.23807,0.22263,0.234,1022016482.964437,239151857.01367828
2025-05-22,0.23405,0.24574,0.23381,0.24557,857178470.110078,210497316.90493184
2025-05-23,0.24556,0.25442,0.223,0.22526,1213026288.390567,273246301.72285914
2025-05-24,0.2252,0.23045,0.22359,0.22513,382185417.078383,86041402.94685636
2025-05-25,0.22515,0.22652,0.21569,0.22492,476739351.018302,107228214.8310365
2025-05-26,0.22492,0.23034,0.2225,0.226,391397866.287345,88455917.78093997
2025-05-27,0.226,0.2323,0.21963,0.22601,496461589.698767,112205283.88781832
2025-05-28,0.226,0.2279,0.21685,0.22099,411962963.993897,91039695.4130113
2025-05-29,0.22099,0.22795,0.21401,0.21492,599095039.659113,128757505.92353658
2025-05-30,0.21488,0.21653,0.19045,0.19358,1090391122.297274,211077913.45430633
2025-05-31,0.19362,0.19553,0.18549,0.19249,610557643.618099,117526240.82004787
2025-06-01,0.1925,0.19486,0.18639,0.19363,362901350.60886,70268588.51839356
2025-06-02,0.19364,0.1964,0.18842,0.19507,349312655.068562,68140419.62422438
2025-06-03,0.19509,0.20049,0.1914,0.19308,385246678.527244,74383428.69004026
2025-06-04,0.1931,0.19702,0.18697,0.18812,330244368.633486,62125570.62733138
2025-06-05,0.18809,0.19247,0.168,0.17109,900187924.09784,154013151.93389943
2025-06-06,0.17109,0.18446,0.16943,0.17876,576615746.485391,103075830.8417285
2025-06-07,0.17879,0.18867,0.17771,0.18513,364991756.258245,67570923.8360889
2025-06-08,0.18513,0.18699,0.1804,0.18419,276797961.681464,50983416.56210885
2025-06-09,0.18419,0.1961,0.1802,0.19491,504357550.2967,98304330.1283298
2025-06-10,0.19492,0.19853,0.18874,0.19845,569072543.12227,112932446.18261448
2025-06-11,0.19846,0.20666,0.19126,0.19296,772955416.484852,149149477.16491702
2025-06-12,0.19296,0.19371,0.17991,0.18111,611791483.226494,110801555.52715032
2025-06-13,0.18112,0.18149,0.16981,0.18041,1037583394.798764,187190420.255645
2025-06-14,0.18042,0.18046,0.17456,0.17824,556267308.494898,99149085.06613062
2025-06-15,0.17826,0.17867,0.17139,0.17551,423726289.534279,74368201.07616131
2025-06-16,0.17551,0.18116,0.17214,0.17274,649934663.458314,112269713.76578915
2025-06-17,0.17274,0.17613,0.16392,0.16939,658528806.94601,111548194.60858464
2025-06-18,0.16938,0.1722,0.16406,0.17065,452647176.319593,77244240.63893855
2025-06-19,0.17066,0.17203,0.16775,0.17091,249388705.182764,42623023.6027862
2025-06-20,0.17092,0.17196,0.1583,0.16234,530299711.616635,86088855.18384454
2025-06-21,0.16239,0.16435,0.1501,0.15449,392945154.907843,60706096.98171266
2025-06-22,0.15449,0.1577,0.14266,0.15129,1019775608.95904,154281851.8794132
2025-06-23,0.15129,0.16523,0.14858,0.16376,781468731.803936,127973319.52021255
2025-06-24,0.16377,0.16764,0.16167,0.16573,511163241.945189,84715084.08757617
2025-06-25,0.16574,0.16768,0.16255,0.16458,341495749.62925,56203370.47398196
2025-06-26,0.16462,0.1681,0.15789,0.16001,387833327.559636,62057210.742817365
2025-06-27,0.16002,0.16311,0.15703,0.16101,279888591.965006,45064862.19228561
2025-06-28,0.16104,0.165,0.16039,0.16365,174375769.590891,28536594.693549313
2025-06-29,0.16366,0.17004,0.1626,0.16945,210824195.385153,35724159.90801417
2025-06-30,0.16945,0.16993,0.16219,0.16515,370748812.062312,61229166.31209082
2025-07-01,0.16515,0.16632,0.15667,0.15781,263693188.242189,41613422.03649984
2025-07-02,0.15781,0.17265,0.15652,0.1687,600648756.285835,101329445.18542036
2025-07-03,0.1687,0.17538,0.16742,0.17199,536352130.527883,92247202.9294906
2025-07-04,0.17199,0.17295,0.16127,0.16291,464410863.142577,75657173.71455722
2025-07-05,0.16291,0.16507,0.16195,0.16421,163184749.530816,26796567.720455293
2025-07-06,0.16422,0.17516,0.16311,0.17194,496463957.453222,85362012.844507
