datetime,open,high,low,close,volume
2025-05-07,0.16584,0.17519,0.156,0.17113,21992168.927
2025-05-08,0.17118,0.21406,0.16588,0.20028,45616455.702
2025-05-09,0.20046,0.233,0.1886,0.21983,46043904.683
2025-05-10,0.21975,0.2332,0.20386,0.21957,29680334.943
2025-05-11,0.2196,0.22952,0.19375,0.21074,25985372.401
2025-05-12,0.21073,0.2448,0.2011,0.22014,43333768.29
2025-05-13,0.22011,0.23354,0.19822,0.22766,22839942.18
2025-05-14,0.2277,0.23047,0.20492,0.20764,19283047.22
2025-05-15,0.20808,0.21005,0.17693,0.18371,14849543.416
2025-05-16,0.1838,0.19369,0.17072,0.1719,7830397.025
2025-05-17,0.1723,0.17363,0.16149,0.1669,6918550.891
2025-05-18,0.1669,0.19452,0.1662,0.19119,15612478.14
2025-05-19,0.19095,0.1911,0.16599,0.18717,13852407.853
2025-05-20,0.18764,0.20003,0.1768,0.18481,19434755.741
2025-05-21,0.18487,0.20819,0.17959,0.19846,19296237.086
2025-05-22,0.19861,0.2098,0.19555,0.20947,14459541.669
2025-05-23,0.20955,0.21991,0.17471,0.1763,22577074.188
2025-05-24,0.17634,0.18488,0.175,0.18012,6056768.836
2025-05-25,0.17955,0.18933,0.1631,0.18805,8331359.4
2025-05-26,0.18805,0.21649,0.18631,0.2008,30572463.926
2025-05-27,0.20051,0.25579,0.19235,0.23627,39012183.84
2025-05-28,0.23623,0.24513,0.2228,0.23376,22772873.289
2025-05-29,0.2338,0.24279,0.2216,0.22743,15752294.086
2025-05-30,0.22737,0.2287,0.17876,0.17934,20394634.412
2025-05-31,0.17931,0.19477,0.17096,0.19002,21058075.279
2025-06-01,0.1899,0.19916,0.17574,0.19808,16374183.444
2025-06-02,0.19804,0.2015,0.18215,0.19159,17576886.884
2025-06-03,0.19173,0.20027,0.1824,0.1831,14147463.147
2025-06-04,0.18312,0.1868,0.17217,0.17444,10291971.042
2025-06-05,0.17445,0.18975,0.16049,0.16864,25555780.62
2025-06-06,0.16856,0.18269,0.16736,0.17305,20632731.414
2025-06-07,0.1731,0.18163,0.17217,0.17458,7051202.853
2025-06-08,0.17432,0.18595,0.16846,0.17699,12474097.831
2025-06-09,0.17686,0.19729,0.17221,0.194,15276706.477
2025-06-10,0.19416,0.20221,0.18698,0.19763,15217515.195
2025-06-11,0.19767,0.20347,0.18034,0.18398,13424409.251
2025-06-12,0.18399,0.1922,0.16983,0.17063,16830037.266
2025-06-13,0.17056,0.179,0.15579,0.17378,18029052.247
2025-06-14,0.17376,0.17443,0.1611,0.16643,7047167.497
2025-06-15,0.1666,0.17966,0.16356,0.17397,14877059.364
2025-06-16,0.17398,0.18683,0.16737,0.16792,20695304.215
2025-06-17,0.1679,0.17283,0.15067,0.15248,12480336.956
2025-06-18,0.15255,0.15616,0.1425,0.15253,10305943.891
2025-06-19,0.15258,0.15499,0.14168,0.1461,5401335.246
2025-06-20,0.1462,0.1508,0.13141,0.13433,11355175.949
2025-06-21,0.13455,0.13642,0.11721,0.1228,11685222.451
2025-06-22,0.12289,0.1265,0.1092,0.11786,19522167.756
2025-06-23,0.1178,0.14387,0.1174,0.14264,30934218.703
2025-06-24,0.14253,0.14913,0.13759,0.14154,16572220.339
2025-06-25,0.14143,0.14394,0.13008,0.13127,11388208.975
2025-06-26,0.13133,0.13751,0.12375,0.12892,9084887.741
2025-06-27,0.12935,0.13361,0.12645,0.12804,7267532.782
2025-06-28,0.12803,0.13696,0.12566,0.13558,7064655.353
2025-06-29,0.13558,0.14306,0.13147,0.13942,7363789.73
2025-06-30,0.13946,0.1402,0.12611,0.1318,12443812.012
2025-07-01,0.13175,0.1321,0.12035,0.12218,9050295.215
2025-07-02,0.12223,0.13822,0.12058,0.1344,11695704.468
2025-07-03,0.13434,0.13998,0.129,0.13328,10525661.632
2025-07-04,0.13331,0.13394,0.12368,0.13019,8547797.804
2025-07-05,0.13022,0.13749,0.12768,0.13118,12278744.919
2025-07-06,0.1311,0.13601,0.12745,0.13322,6576095.305
2025-07-07,0.13316,0.13835,0.1248,0.1264,8979939.474
